Row,ID,Height,Weight (in),Release Clause (Eur),Value (Eur),Wage (Eur)
9311,201081,74,187,962000,675000,2000
9312,156025,72,176,430000,200000,1000
9313,224121,72,165,,900000,8000
9314,224633,71,174,16000000,700000,4000
9315,182905,74,172,594000,475000,2000
9316,190585,71,170,750000,500000,3000
9317,214906,75,179,12000000,625000,4000
9318,234874,70,163,12000000,700000,2000
9319,235642,75,170,31000000,12000000,10000
9320,235899,70,168,14000000,825000,2000
9321,178043,72,170,930000,600000,2000
9322,208764,74,187,784000,550000,2000
9323,216444,70,159,13000000,775000,2000
9324,220028,69,165,11000000,750000,1000
9325,233084,69,154,,900000,4000
9326,187004,74,176,11000000,625000,4000
9327,207741,74,187,844000,675000,5000
9328,223357,67,159,25000000,11000000,5000
9329,235133,72,159,,875000,5000
9330,219518,68,159,,800000,5000
9331,177278,72,176,435000,300000,1000
9332,186494,75,161,744000,425000,2000
9333,200319,71,163,831000,475000,3000
9334,221567,68,154,894000,675000,2000
9335,210304,69,152,979000,675000,2000
9336,222080,72,170,16000000,1000000,1000
9337,172928,74,174,831000,475000,4000
9338,190592,74,190,915000,600000,4000
9339,203137,74,192,928000,675000,3000
9340,208513,70,170,17000000,900000,5000
9341,212353,70,165,11000000,625000,3000
9342,213377,69,141,13000000,775000,9000
9343,215169,68,157,725000,500000,4000
9344,228225,71,174,18000000,850000,5000
9345,177793,73,172,875000,500000,3000
9346,186241,69,165,911000,675000,2000
9347,214914,68,150,439000,325000,1000
9348,224386,67,152,,11000000,5000
9349,242050,67,165,16000000,950000,2000
9350,213635,66,152,16000000,825000,4000
9351,226179,70,154,12000000,725000,3000
9352,234371,76,174,,700000,11000
9353,239491,69,157,16000000,950000,4000
9354,204164,72,187,11000000,775000,4000
9355,205956,74,190,12000000,650000,2000
9356,214660,66,157,,725000,2000
9357,224388,72,172,16000000,975000,1000
9358,231044,72,168,21000000,11000000,3000
9359,232580,75,192,21000000,975000,6000
9360,234372,68,154,877000,575000,3000
9361,121988,73,185,377000,260000,2000
9362,191108,71,163,11000000,625000,2000
9363,193412,66,154,938000,625000,5000
9364,216709,73,176,725000,500000,2000
9365,229509,67,132,725000,500000,6000
9366,165509,67,141,11000000,625000,4000
9367,232581,72,185,859000,625000,3000
9368,199046,70,176,11000000,650000,4000
9369,220038,74,187,16000000,825000,2000
9370,222342,76,190,12000000,550000,5000
9371,232070,72,176,911000,675000,1000
9372,236166,68,157,618000,325000,7000
9373,246406,72,165,,0,0
9374,187014,67,150,825000,500000,3000
9375,197511,66,139,578000,350000,10000
9376,198279,76,205,713000,475000,2000
9377,199815,69,154,14000000,775000,3000
9378,203399,71,174,,750000,10000
9379,209287,69,154,17000000,925000,3000
9380,216199,76,190,12000000,725000,3000
9381,172423,73,172,455000,260000,2000
9382,245383,73,170,2000000,825000,1000
9383,224648,72,146,14000000,625000,5000
9384,236168,66,141,11000000,600000,8000
9385,177544,74,179,544000,375000,1000
9386,199049,76,187,975000,600000,3000
9387,208521,74,181,390000,260000,2000
9388,157321,68,148,275000,220000,2000
9389,223369,68,150,1000000,675000,1000
9390,226697,67,146,16000000,875000,2000
9391,207754,72,172,16000000,850000,3000
9392,208778,75,176,659000,425000,1000
9393,232586,68,152,11000000,750000,3000
9394,202123,75,183,16000000,875000,5000
9395,206219,71,154,1000000,625000,2000
9396,219531,71,181,,675000,4000
9397,223115,74,183,,775000,19000
9398,232331,72,170,37000000,14000000,4000
9399,243851,67,141,17000000,750000,1000
9400,244363,75,194,15000000,800000,7000
9401,211340,70,168,,0,0
9402,27532,75,212,72000,40000,7000
9403,170636,73,187,831000,475000,2000
9404,198285,75,187,11000000,625000,4000
9405,201869,68,146,11000000,700000,2000
9406,214669,67,159,979000,675000,4000
9407,223885,76,190,18000000,925000,4000
9408,231821,74,161,12000000,700000,8000
9409,235149,73,159,15000000,900000,2000
9410,238989,70,159,943000,650000,3000
9411,183437,72,165,760000,475000,1000
9412,184461,72,181,203000,150000,2000
9413,189325,68,159,625000,500000,2000
9414,208014,75,159,13000000,700000,3000
9415,233870,72,172,14000000,650000,2000
9416,235918,72,183,11000000,725000,5000
9417,236174,72,165,13000000,700000,4000
9418,193166,75,198,15000000,850000,13000
9419,203151,70,152,14000000,775000,3000
9420,152463,71,174,594000,475000,2000
9421,232847,72,185,531000,425000,1000
9422,179855,74,183,613000,350000,5000
9423,189839,69,154,473000,350000,2000
9424,232848,72,168,625000,500000,3000
9425,234640,72,174,2000000,11000000,3000
9426,192912,70,165,776000,575000,2000
9427,657,66,154,263000,150000,4000
9428,225169,67,148,17000000,875000,2000
9429,233105,72,174,12000000,650000,3000
9430,186513,71,159,638000,375000,3000
9431,202131,70,159,15000000,775000,3000
9432,214419,69,163,11000000,800000,1000
9433,172179,73,159,,475000,4000
9434,243859,71,159,17000000,950000,2000
9435,205460,73,170,11000000,650000,5000
9436,211604,76,181,13000000,650000,2000
9437,244884,69,152,28000000,13000000,2000
9438,144021,69,163,261000,180000,4000
9439,155541,74,183,325000,260000,4000
9440,223125,75,187,1000000,675000,2000
9441,232853,66,143,813000,650000,2000
9442,233109,73,174,13000000,875000,3000
9443,235925,75,218,13000000,750000,4000
9444,193173,72,168,11000000,650000,4000
9445,200086,71,150,878000,650000,2000
9446,230038,74,163,21000000,1000000,4000
9447,232342,70,161,943000,650000,5000
9448,232598,71,159,469000,375000,3000
9449,234646,73,183,839000,550000,4000
9450,235670,70,163,16000000,1000000,3000
9451,241814,70,161,15000000,725000,4000
9452,182422,76,187,914000,425000,5000
9453,203415,67,154,16000000,850000,4000
9454,161943,73,183,455000,260000,5000
9455,202904,76,214,894000,675000,2000
9456,212120,74,181,11000000,700000,4000
9457,214680,73,174,11000000,600000,2000
9458,222104,77,176,19000000,925000,6000
9459,169112,71,176,1000000,575000,4000
9460,245144,75,176,,875000,5000
9461,194200,70,174,736000,475000,3000
9462,136601,74,179,50000,40000,1000
9463,220569,71,161,13000000,875000,3000
9464,243609,75,185,546000,260000,2000
9465,244377,76,190,2000000,875000,2000
9466,183449,71,174,744000,425000,3000
9467,199578,74,183,969000,625000,3000
9468,220058,74,168,15000000,750000,3000
9469,232090,73,172,,775000,4000
9470,233114,72,157,17000000,850000,3000
9471,240282,72,174,,750000,10000
9472,191130,70,159,11000000,525000,3000
9473,199323,75,179,15000000,675000,1000
9474,215195,68,148,15000000,1000000,2000
9475,225435,74,172,15000000,975000,1000
9476,239259,74,201,,12000000,2000
9477,245403,76,187,12000000,825000,1000
9478,190619,71,181,863000,575000,3000
9479,205724,73,168,853000,525000,1000
9480,206492,72,161,15000000,825000,3000
9481,214172,69,154,675000,500000,1000
9482,215196,71,170,105000,70000,3000
9483,215708,73,168,919000,525000,2000
9484,176540,73,190,54000,40000,1000
9485,244892,65,121,42000000,15000000,8000
9486,224669,71,165,14000000,650000,5000
9487,181149,72,176,544000,375000,2000
9488,202654,72,179,338000,250000,2000
9489,217758,70,187,16000000,825000,5000
9490,177310,75,192,943000,650000,3000
9491,213407,78,179,,700000,14000
9492,152735,70,157,158000,90000,2000
9493,236703,71,165,19000000,11000000,2000
9494,238495,67,137,13000000,825000,1000
9495,241823,68,137,18000000,975000,2000
9496,189343,72,154,814000,525000,2000
9497,213152,73,187,2000000,950000,8000
9498,212385,74,183,12000000,750000,2000
9499,214177,69,154,700000,500000,1000
9500,215969,70,154,12000000,675000,2000
9501,156321,70,243,403000,230000,2000
9502,221857,67,146,17000000,750000,6000
9503,223137,72,170,,975000,8000
9504,229793,76,203,25000000,11000000,1000
9505,230561,76,216,,1000000,10000
9506,232609,69,157,,850000,3000
9507,235425,76,165,17000000,975000,2000
9508,237217,70,170,13000000,850000,2000
9509,186529,68,150,713000,475000,2000
9510,189345,77,201,403000,260000,4000
9511,211618,69,154,13000000,825000,4000
9512,213922,74,190,853000,550000,4000
9513,214178,69,152,11000000,800000,1000
9514,227746,71,161,13000000,900000,2000
9515,228770,74,176,,11000000,9000
9516,171682,74,165,390000,260000,2000
9517,241570,70,148,19000000,1000000,3000
9518,184482,69,148,12000000,625000,5000
9519,226723,67,146,675000,500000,1000
9520,177315,70,163,618000,325000,15000
9521,193187,65,134,12000000,675000,4000
9522,216484,69,146,15000000,825000,2000
9523,223652,70,150,16000000,900000,3000
9524,225956,70,152,,950000,6000
9525,162980,70,152,808000,425000,3000
9526,232612,69,150,594000,475000,4000
9527,235172,69,141,31000000,12000000,7000
9528,182180,72,176,659000,425000,1000
9529,188580,72,170,719000,575000,2000
9530,228261,74,168,953000,625000,4000
9531,241829,73,170,2000000,925000,3000
9532,193701,69,161,12000000,675000,5000
9533,209062,72,179,1000000,775000,2000
9534,213670,70,176,11000000,750000,2000
9535,229286,70,157,16000000,925000,3000
9536,236198,70,170,13000000,700000,5000
9537,246182,73,181,23000000,975000,1000
9538,193958,72,174,919000,525000,4000
9539,207783,69,150,750000,500000,3000
9540,228007,69,132,13000000,900000,2000
9541,244391,70,159,17000000,1000000,4000
9542,191911,68,139,844000,675000,3000
9543,209320,74,187,13000000,700000,2000
9544,173480,72,172,508000,350000,4000
9545,189352,68,150,781000,625000,2000
9546,205481,70,141,24000000,11000000,10000
9547,206249,69,172,979000,675000,3000
9548,211881,72,170,915000,600000,2000
9549,152745,71,172,831000,475000,3000
9550,189865,69,139,11000000,625000,4000
9551,191657,71,161,781000,625000,3000
9552,208298,69,159,,525000,4000
9553,232874,71,152,325000,250000,4000
9554,223147,70,168,12000000,800000,2000
9555,240811,71,154,,11000000,5000
9556,201132,74,174,,575000,3000
9557,221356,67,137,943000,650000,3000
9558,173484,71,161,659000,425000,2000
9559,243628,80,209,12000000,750000,3000
9560,189868,67,152,1000000,575000,4000
9561,211373,68,154,13000000,875000,2000
9562,163757,71,154,13000000,725000,5000
9563,239021,71,165,14000000,875000,1000
9564,199598,69,159,403000,260000,2000
9565,216750,74,185,762000,575000,3000
9566,221358,70,141,2000000,1000000,9000
9567,225710,76,176,15000000,700000,10000
9568,228271,69,152,,0,0
9569,232879,68,159,618000,475000,4000
9570,168879,64,146,374000,220000,8000
9571,51887,72,161,700000,400000,2000
9572,183471,72,163,719000,575000,4000
9573,214704,72,183,891000,625000,1000
9574,231344,69,154,18000000,975000,5000
9575,180400,71,157,531000,425000,1000
9576,200369,70,165,750000,600000,2000
9577,223665,73,187,844000,625000,2000
9578,224690,74,194,16000000,725000,5000
9579,234418,71,170,,700000,7000
9580,139443,70,159,188000,150000,2000
9581,230835,73,154,33000000,12000000,4000
9582,233139,74,179,26000000,13000000,4000
9583,235955,65,132,35000000,14000000,4000
9584,206004,75,187,762000,575000,2000
9585,214709,69,172,675000,500000,1000
9586,224437,71,163,,775000,4000
9587,227509,72,161,13000000,850000,2000
9588,233141,65,128,12000000,850000,3000
9589,233397,71,165,2000000,11000000,6000
9590,168629,72,165,719000,575000,2000
9591,238005,71,161,1000000,725000,2000
9592,183477,75,196,788000,450000,3000
9593,215990,73,174,891000,625000,2000
9594,224438,75,174,14000000,900000,2000
9595,237750,74,176,656000,525000,2000
9596,245686,73,176,15000000,675000,3000
9597,200375,76,187,991000,650000,3000
9598,201911,74,159,16000000,825000,9000
9599,208311,71,163,13000000,775000,1000
9600,229815,73,179,1000000,675000,1000
9601,232375,67,150,719000,575000,2000
9602,232887,69,148,878000,675000,4000
9603,192695,68,157,919000,525000,4000
9604,212664,75,179,11000000,800000,2000
9605,225720,71,168,12000000,750000,2000
9606,173752,71,157,950000,500000,9000
9607,176568,74,172,1000000,575000,2000
9608,202169,70,161,1000000,700000,4000
9609,215993,70,163,915000,600000,3000
9610,223673,72,163,11000000,700000,3000
9611,233145,68,143,650000,500000,3000
9612,233401,70,154,11000000,825000,2000
9613,221626,75,176,11000000,750000,1000
9614,199867,74,179,13000000,575000,2000
9615,204987,70,161,1000000,775000,4000
9616,210619,70,154,13000000,825000,4000
9617,242619,71,161,28000000,12000000,1000
9618,211132,76,205,12000000,650000,2000
9619,220348,70,165,11000000,675000,2000
9620,233148,69,146,1000000,775000,2000
9621,184764,72,172,975000,500000,4000
9622,210365,73,168,16000000,725000,2000
9623,211901,72,161,13000000,850000,2000
9624,213693,73,170,2000000,950000,10000
9625,220605,70,157,19000000,1000000,3000
9626,236477,69,137,29000000,12000000,2000
9627,177597,74,150,11000000,625000,4000
9628,187837,70,165,15000000,675000,1000
9629,199614,76,185,13000000,625000,5000
9630,207806,72,179,14000000,775000,5000
9631,232382,67,141,844000,675000,3000
9632,234174,70,159,11000000,500000,1000
9633,179646,72,179,625000,500000,4000
9634,245694,70,154,18000000,875000,2000
9635,214719,67,150,270000,200000,1000
9636,225983,72,174,806000,375000,1000
9637,166847,73,165,713000,475000,2000
9638,179903,70,165,11000000,625000,3000
9639,219584,77,190,12000000,700000,1000
9640,222912,70,185,19000000,825000,1000
9641,231873,68,148,,1000000,3000
9642,184001,69,154,900000,600000,3000
9643,119233,71,163,266000,140000,6000
9644,198082,73,176,11000000,625000,2000
9645,200130,71,168,11000000,700000,3000
9646,206530,72,170,12000000,850000,1000
9647,212418,76,165,991000,650000,6000
9648,235714,63,128,,925000,6000
9649,238786,74,170,2000000,1000000,6000
9650,211395,72,163,13000000,775000,6000
9651,214211,69,159,11000000,800000,1000
9652,235971,69,143,14000000,775000,3000
9653,171971,72,181,963000,550000,3000
9654,240067,68,150,14000000,775000,2000
9655,184515,73,163,,650000,12000
9656,216260,71,159,12000000,775000,3000
9657,222916,68,143,19000000,950000,2000
9658,230084,73,154,35000000,14000000,3000
9659,241092,74,159,18000000,775000,2000
9660,213957,72,168,16000000,925000,1000
9661,166853,73,187,831000,475000,3000
9662,236997,72,170,16000000,875000,3000
9663,200134,69,170,13000000,775000,1000
9664,202182,69,150,14000000,650000,1000
9665,224198,69,161,16000000,750000,6000
9666,201927,65,146,18000000,875000,8000
9667,241607,70,150,3000000,14000000,4000
9668,244935,75,194,17000000,1000000,5000
9669,194759,75,172,11000000,625000,3000
9670,202952,68,159,750000,600000,2000
9671,206536,74,159,11000000,625000,4000
9672,220872,68,154,2000000,1000000,2000
9673,237768,71,154,1000000,775000,2000
9674,173256,72,174,351000,260000,1000
9675,191432,69,154,297000,180000,6000
9676,206281,75,187,675000,500000,3000
9677,213449,71,163,14000000,850000,3000
9678,226249,67,152,19000000,1000000,1000
9679,229065,75,187,11000000,725000,2000
9680,230601,75,181,19000000,1000000,4000
9681,237513,73,170,844000,675000,2000
9682,190665,72,168,12000000,675000,4000
9683,225482,72,161,27000000,11000000,1000
9684,226506,75,176,1000000,675000,3000
9685,238282,72,170,33000000,14000000,4000
9686,192970,72,168,12000000,675000,5000
9687,199627,76,187,14000000,750000,5000
9688,215756,71,154,,750000,10000
9689,139213,72,163,68000,40000,3000
9690,210381,73,172,13000000,725000,7000
9691,216269,71,165,1000000,600000,5000
9692,224973,72,165,22000000,950000,6000
9693,198094,70,176,713000,475000,2000
9694,199118,75,190,781000,625000,2000
9695,223438,72,176,455000,260000,2000
9696,231886,71,174,16000000,950000,2000
9697,240846,71,154,24000000,11000000,5000
9698,235983,68,137,,975000,2000
9699,233168,68,150,878000,675000,4000
9700,190160,71,172,325000,260000,3000
9701,191184,69,148,844000,625000,3000
9702,199121,74,161,625000,500000,2000
9703,141265,70,150,275000,220000,1000
9704,232657,72,174,788000,525000,5000
9705,236241,75,176,,0,0
9706,240081,74,168,22000000,975000,1000
9707,175313,71,176,781000,625000,2000
9708,188625,74,170,650000,500000,3000
9709,235474,72,157,19000000,1000000,8000
9710,204499,77,185,,775000,11000
9711,237779,72,161,594000,475000,3000
9712,245459,70,159,,11000000,7000
9713,221908,70,165,22000000,11000000,10000
9714,158676,72,176,488000,375000,6000
9715,239572,69,143,14000000,650000,1000
9716,182228,71,163,,475000,4000
9717,203733,72,163,1000000,775000,2000
9718,232405,67,148,14000000,900000,1000
9719,187093,67,174,,625000,4000
9720,189141,70,157,844000,675000,2000
9721,202966,72,174,618000,475000,3000
9722,137686,68,150,406000,280000,2000
9723,224470,70,170,16000000,725000,3000
9724,245718,76,172,11000000,500000,1000
9725,189910,72,190,15000000,800000,3000
9726,205015,72,183,15000000,750000,3000
9727,213719,76,190,866000,550000,2000
9728,216023,70,170,,650000,2000
9729,216535,75,179,12000000,700000,4000
9730,51159,69,159,319000,220000,3000
9731,192471,72,161,675000,500000,2000
9732,198104,72,174,725000,500000,2000
9733,202968,70,143,994000,750000,2000
9734,210392,69,152,17000000,875000,3000
9735,228568,71,146,,900000,5000
9736,242392,75,192,17000000,900000,10000
9737,208857,74,201,831000,475000,3000
9738,214489,69,154,122000,90000,1000
9739,221657,73,174,12000000,775000,3000
9740,224217,77,190,11000000,700000,2000
9741,158937,72,172,761000,525000,6000
9742,226265,68,154,15000000,925000,2000
9743,162265,74,179,210000,150000,2000
9744,190425,71,163,813000,650000,2000
9745,192473,72,172,11000000,650000,4000
9746,202970,72,183,795000,600000,2000
9747,228058,75,183,14000000,775000,3000
9748,201179,76,212,888000,500000,15000
9749,204763,72,154,1000000,675000,2000
9750,225755,70,154,17000000,950000,3000
9751,229083,74,185,11000000,800000,4000
9752,240859,72,159,33000000,12000000,2000
9753,241115,70,183,2000000,12000000,4000
9754,202716,71,174,14000000,875000,3000
9755,210140,74,212,680000,400000,8000
9756,235740,76,194,1000000,625000,1000
9757,240860,66,132,36000000,13000000,2000
9758,205533,74,185,795000,600000,3000
9759,221661,66,143,,1000000,5000
9760,241117,74,174,2000000,11000000,3000
9761,183517,70,172,11000000,650000,4000
9762,156894,73,152,656000,375000,4000
9763,233182,69,148,813000,650000,2000
9764,230623,74,176,15000000,900000,4000
9765,241119,73,168,16000000,875000,1000
9766,183007,70,139,13000000,575000,5000
9767,209888,71,161,994000,750000,2000
9768,213984,65,137,12000000,850000,1000
9769,219104,66,154,,825000,2000
9770,234464,71,172,15000000,925000,4000
9771,139489,67,154,446000,270000,2000
9772,232929,69,148,594000,475000,3000
9773,194785,74,168,12000000,650000,4000
9774,206562,71,165,19000000,900000,7000
9775,215522,72,170,953000,625000,2000
9776,216802,67,157,16000000,950000,4000
9777,221666,69,150,938000,625000,3000
9778,227810,69,163,813000,650000,2000
9779,238050,69,159,16000000,11000000,1000
9780,243170,74,174,18000000,11000000,4000
9781,188386,71,168,11000000,625000,3000
9782,231139,74,154,,875000,6000
9783,242915,72,161,675000,500000,3000
9784,193251,76,172,800000,500000,8000
9785,210148,70,163,13000000,825000,2000
9786,199909,76,203,723000,425000,8000
9787,164581,69,161,638000,425000,2000
9788,244197,69,146,11000000,700000,3000
9789,181733,74,181,616000,425000,3000
9790,199398,68,172,761000,525000,4000
9791,201958,74,194,13000000,675000,15000
9792,206054,67,163,13000000,800000,5000
9793,208614,75,187,962000,675000,2000
9794,152038,70,168,625000,500000,4000
9795,202215,77,185,788000,500000,2000
9796,224487,69,150,2000000,1000000,2000
9797,234727,75,181,18000000,875000,6000
9798,234983,71,176,2000000,1000000,2000
9799,244967,71,183,992000,575000,6000
9800,245480,67,143,12000000,675000,3000
9801,198377,74,179,1000000,550000,8000
9802,211433,69,154,,625000,5000
9803,229865,68,137,25000000,11000000,11000
9804,244969,73,190,536000,325000,5000
9805,214250,71,183,11000000,800000,1000
9806,225258,69,148,15000000,825000,2000
9807,210667,70,176,13000000,850000,3000
9808,214507,72,174,351000,260000,1000
9809,220139,66,141,19000000,950000,4000
9810,235755,75,185,23000000,11000000,1000
9811,202988,73,172,663000,500000,2000
9812,137708,72,185,363000,250000,2000
9813,203500,68,159,15000000,825000,6000
9814,221932,71,161,979000,675000,1000
9815,229868,69,154,11000000,700000,1000
9816,202989,71,172,11000000,800000,3000
9817,204269,75,187,1000000,575000,2000
9818,215533,76,205,877000,575000,2000
9819,225261,72,150,15000000,825000,2000
9820,226541,70,159,16000000,775000,12000
9821,230125,68,161,22000000,12000000,5000
9822,232685,71,165,250000,200000,2000
9823,241389,66,121,,975000,6000
9824,244973,70,163,26000000,11000000,2000
9825,53741,69,146,1000000,575000,4000
9826,212718,71,176,11000000,725000,3000
9827,155886,74,192,808000,425000,10000
9828,221934,67,126,14000000,775000,2000
9829,165870,72,159,250000,200000,2000
9830,234222,70,157,13000000,925000,2000
9831,239342,73,179,19000000,875000,4000
9832,208111,73,170,961000,725000,2000
9833,211439,72,190,13000000,625000,1000
9834,216047,68,152,675000,500000,3000
9835,223727,74,172,12000000,625000,3000
9836,228591,71,168,16000000,800000,2000
9837,188399,73,165,616000,425000,2000
9838,148720,70,157,469000,375000,2000
9839,157168,69,154,279000,180000,2000
9840,231408,72,141,23000000,11000000,6000
9841,231664,71,154,855000,600000,1000
9842,176368,70,152,438000,350000,2000
9843,242672,76,176,1000000,675000,4000
9844,244208,70,161,16000000,900000,3000
9845,244464,70,152,19000000,1000000,6000
9846,192496,74,174,13000000,650000,11000
9847,211953,73,165,801000,525000,2000
9848,229873,72,165,12000000,825000,4000
9849,232177,73,172,994000,750000,1000
9850,233457,68,137,11000000,825000,3000
9851,236273,69,172,12000000,800000,4000
9852,240625,72,174,16000000,925000,1000
9853,242673,72,174,13000000,850000,4000
9854,228082,71,154,19000000,1000000,8000
9855,229362,75,176,13000000,700000,4000
9856,232946,68,152,878000,675000,4000
9857,172786,72,168,969000,625000,2000
9858,191218,74,176,563000,375000,2000
9859,208371,67,141,813000,650000,1000
9860,211955,72,181,953000,625000,2000
9861,216051,67,143,580000,400000,4000
9862,164339,72,174,540000,400000,3000
9863,238067,75,174,31000000,13000000,7000
9864,215028,66,157,906000,625000,4000
9865,243956,73,168,15000000,675000,3000
9866,192500,74,179,762000,575000,1000
9867,238069,69,163,15000000,900000,4000
9868,112373,72,176,263000,150000,1000
9869,245237,68,150,14000000,900000,2000
9870,188405,74,183,675000,500000,2000
9871,188917,72,170,1000000,650000,2000
9872,210422,75,181,729000,550000,2000
9873,211702,74,183,915000,600000,2000
9874,223222,70,170,544000,375000,4000
9875,241910,76,192,861000,650000,2000
9876,189942,75,183,814000,525000,1000
9877,198135,74,165,761000,525000,3000
9878,227575,68,161,11000000,675000,5000
9879,232439,72,165,17000000,950000,1000
9880,233463,71,165,12000000,875000,2000
9881,234231,73,161,15000000,850000,2000
9882,239351,72,163,2000000,975000,5000
9883,200952,69,154,906000,625000,1000
9884,227832,72,168,14000000,825000,2000
9885,183544,69,159,17000000,850000,4000
9886,200953,71,174,979000,675000,2000
9887,209401,71,159,,850000,9000
9888,225273,70,143,12000000,825000,4000
9889,177657,74,179,531000,425000,2000
9890,200954,73,165,13000000,825000,4000
9891,201978,75,176,12000000,875000,3000
9892,206074,73,176,11000000,700000,1000
9893,212986,73,183,17000000,800000,4000
9894,246010,72,172,14000000,800000,2000
9895,187898,70,165,813000,650000,2000
9896,211195,73,154,11000000,700000,2000
9897,227835,69,130,,875000,5000
9898,233467,70,157,1000000,775000,2000
9899,244731,70,150,26000000,11000000,1000
9900,246011,71,170,28000000,12000000,2000
9901,212988,73,181,998000,700000,2000
9902,215036,69,152,16000000,1000000,2000
9903,220156,73,179,15000000,925000,4000
9904,158716,72,172,903000,475000,10000
9905,226044,67,143,,0,0
9906,228348,72,170,12000000,675000,2000
9907,234748,77,181,795000,600000,1000
9908,200957,70,172,17000000,875000,2000
9909,207613,67,146,943000,650000,3000
9910,210941,73,165,943000,650000,1000
9911,211453,73,179,,0,0
9912,219133,71,152,1000000,650000,2000
9913,232189,72,170,,13000000,3000
9914,239357,74,165,13000000,825000,4000
9915,243197,72,179,763000,500000,3000
9916,205054,73,172,15000000,750000,15000
9917,208638,72,170,11000000,675000,3000
9918,214270,72,165,911000,675000,2000
9919,229118,72,157,14000000,875000,2000
9920,233470,72,161,13000000,775000,3000
9921,241406,69,152,,0,0
9922,53502,70,176,338000,270000,2000
9923,224511,67,143,13000000,750000,4000
9924,232191,74,163,563000,450000,2000
9925,234239,67,143,18000000,900000,2000
9926,237823,67,143,27000000,14000000,2000
9927,243968,70,152,11000000,700000,3000
9928,186112,74,192,963000,550000,6000
9929,200449,72,192,525000,300000,2000
9930,221441,68,148,,675000,3000
9931,227329,71,154,2000000,875000,4000
9932,236545,70,157,,425000,6000
9933,188417,73,159,580000,400000,3000
9934,225282,74,183,11000000,675000,3000
9935,235266,76,157,27000000,1000000,3000
9936,244482,71,168,12000000,675000,1000
9937,207619,72,154,788000,500000,2000
9938,156675,72,165,613000,350000,2000
9939,228867,72,179,,725000,4000
9940,229891,72,181,13000000,700000,5000
9941,232195,69,148,784000,550000,1000
9942,239363,72,176,17000000,775000,5000
9943,246275,71,165,2000000,850000,5000
9944,221700,76,194,629000,475000,2000
9945,230404,72,157,903000,475000,4000
9946,180740,75,198,275000,220000,1000
9947,236037,70,148,16000000,750000,7000
9948,206086,72,157,11000000,600000,4000
9949,225542,69,163,16000000,825000,2000
9950,225798,68,148,13000000,775000,2000
9951,165894,73,176,531000,425000,3000
9952,237574,71,163,,850000,7000
9953,244230,69,154,23000000,11000000,1000
9954,193798,70,161,,575000,16000
9955,203015,72,172,531000,425000,2000
9956,211463,71,168,,675000,4000
9957,229383,69,152,11000000,650000,3000
9958,238599,68,152,834000,575000,1000
9959,211720,70,168,761000,525000,3000
9960,214280,68,165,11000000,700000,1000
9961,221704,75,168,969000,625000,1000
9962,239368,72,159,2000000,1000000,2000
9963,241928,72,154,23000000,11000000,2000
9964,220937,69,163,11000000,625000,3000
9965,221705,70,165,16000000,825000,3000
9966,238089,70,159,13000000,875000,2000
9967,242185,76,196,11000000,675000,2000
9968,181001,74,181,392000,270000,2000
9969,204554,75,168,831000,475000,3000
9970,118794,76,192,418000,220000,9000
9971,190474,72,165,563000,450000,4000
9972,171019,74,198,70000,40000,2000
9973,244235,67,159,16000000,950000,2000
9974,184587,71,168,853000,550000,1000
9975,210700,71,168,866000,525000,7000
9976,214028,70,165,776000,575000,1000
9977,221964,73,179,1000000,450000,2000
9978,223756,73,170,12000000,750000,3000
9979,161804,68,148,99000,60000,2000
9980,219661,72,170,11000000,600000,3000
9981,222477,68,132,16000000,825000,3000
9982,180749,71,170,438000,350000,3000
9983,209166,73,161,495000,300000,5000
9984,214030,69,154,12000000,750000,1000
9985,163342,71,154,831000,475000,3000
9986,110606,74,203,109000,70000,1000
9987,242958,74,176,14000000,825000,1000
9988,244238,75,187,25000000,900000,1000
9989,244750,71,168,998000,700000,2000
9990,184334,69,143,625000,500000,2000
9991,221711,70,159,827000,525000,2000
9992,231951,68,168,,850000,10000
9993,243983,77,207,906000,525000,7000
9994,199440,73,176,763000,500000,4000
9995,205072,73,163,795000,600000,1000
9996,224528,69,148,11000000,550000,4000
9997,192528,77,190,506000,375000,2000
9998,202769,75,198,719000,575000,4000
9999,204817,71,157,801000,525000,2000
10000,207633,78,192,988000,500000,8000
10001,212753,69,141,12000000,800000,2000
10002,220433,75,176,696000,525000,2000
10003,167697,70,170,620000,400000,1000
10004,244497,67,143,32000000,12000000,1000
10005,205586,69,157,14000000,700000,7000
10006,213778,74,172,828000,625000,2000
10007,228882,72,165,19000000,950000,5000
10008,230418,69,157,760000,400000,4000
10009,242194,67,143,638000,425000,3000
10010,211987,72,170,14000000,650000,3000
10011,223763,74,163,,0,0
10012,227859,74,163,894000,675000,2000
10013,242195,71,185,19000000,900000,1000
10014,183827,75,185,438000,350000,1000
10015,239380,70,152,15000000,950000,3000
10016,216597,72,163,1000000,450000,1000
10017,237333,73,176,,925000,3000
10018,245013,69,152,12000000,675000,2000
10019,188181,71,154,525000,300000,3000
10020,202518,70,179,798000,550000,4000
10021,149270,72,165,275000,220000,3000
10022,219158,71,159,784000,550000,1000
10023,239894,70,150,,925000,6000
10024,200471,71,163,828000,625000,2000
10025,203287,71,174,13000000,650000,3000
10026,207895,75,174,616000,425000,1000
10027,212247,75,192,908000,550000,1000
10028,213271,73,168,729000,550000,1000
10029,228375,67,152,11000000,725000,2000
