Id;Location;Year;Kilometers_Driven;Fuel_Type
3022;Hyderabad;2016;99593;Diesel
3023;Hyderabad;2014;39791;Diesel
3024;Hyderabad;2015;113000;Diesel
3025;Mumbai;2017;24000;Petrol
3026;Bangalore;2015;39000;Petrol
3027;Bangalore;2012;37000;Petrol
3028;Coimbatore;2017;61108;Diesel
3029;Kochi;2016;61648;Petrol
3030;Mumbai;2012;37000;Diesel
3031;Mumbai;2013;53000;CNG
3032;Jaipur;2013;65000;Diesel
3033;Jaipur;2005;120000;Petrol
3034;Jaipur;2011;148009;Diesel
3035;Mumbai;2009;53001;Petrol
3036;Mumbai;2018;22345;Petrol
3037;Delhi;2015;50000;Petrol
3038;Hyderabad;2013;48183;Diesel
3039;Hyderabad;2010;93000;Diesel
3040;Kochi;2015;53500;Diesel
3041;Delhi;2014;17585;Petrol
3042;Kolkata;2011;36226;Petrol
3043;Coimbatore;2019;25899;Diesel
3044;Kolkata;2009;60170;Petrol
3045;Hyderabad;2017;11200;Diesel
3046;Kochi;2017;49045;Petrol
3047;Kolkata;2012;45000;Diesel
3048;Delhi;2017;40000;Diesel
3049;Mumbai;2016;36600;Diesel
3050;Jaipur;2009;117000;Diesel
3051;Delhi;2016;16000;Diesel
3052;Mumbai;2016;50000;Diesel
3053;Hyderabad;2008;150000;Diesel
3054;Mumbai;2014;11000;Petrol
3055;Bangalore;2010;102016;Petrol
3056;Chennai;2016;38000;Diesel
3057;Hyderabad;2013;71491;Diesel
3058;Bangalore;2015;46354;Petrol
3059;Delhi;2019;87000;Diesel
3060;Ahmedabad;2015;20765;Petrol
3061;Ahmedabad;2005;58000;Petrol
3062;Coimbatore;2014;51076;Diesel
3063;Jaipur;2016;84085;Diesel
3064;Kolkata;2014;55000;Diesel
3065;Mumbai;2010;73000;Petrol
3066;Pune;2012;50001;Diesel
3067;Coimbatore;2016;93166;Diesel
3068;Kochi;2006;99583;Petrol
3069;Mumbai;2010;72000;Petrol
3070;Pune;2009;70000;Petrol
3071;Pune;2012;61000;Petrol
3072;Pune;2015;66510;Petrol
3073;Hyderabad;2011;84062;Diesel
3074;Hyderabad;2012;80799;Diesel
3075;Kolkata;2018;5000;Petrol
3076;Hyderabad;2013;92000;Diesel
3077;Hyderabad;2017;53000;Diesel
3078;Mumbai;2015;39822;Petrol
3079;Mumbai;2016;29000;Diesel
3080;Kochi;2017;24214;Petrol
3081;Pune;2012;75000;Diesel
3082;Chennai;2012;77216;Diesel
3083;Kochi;2013;74290;Diesel
3084;Delhi;2015;61000;Diesel
3085;Chennai;2013;44000;Diesel
3086;Coimbatore;2014;74041;Diesel
3087;Coimbatore;2013;85846;Diesel
3088;Delhi;2012;52000;Diesel
3089;Mumbai;2010;47000;Petrol
3090;Bangalore;2010;72010;Diesel
3091;Jaipur;2015;15000;Petrol
3092;Kolkata;2015;480000;Petrol
3093;Kolkata;2012;24720;Diesel
3094;Chennai;2007;75000;Petrol
3095;Mumbai;2015;57000;Diesel
3096;Kochi;2015;41057;Diesel
3097;Pune;2012;92000;CNG
3098;Chennai;2016;20000;Diesel
3099;Mumbai;2011;52359;Petrol
3100;Delhi;2016;17000;Petrol
3101;Kolkata;2011;39002;Diesel
3102;Pune;2010;129986;Diesel
3103;Kolkata;2013;45000;Petrol
3104;Kolkata;2013;41300;Diesel
3105;Ahmedabad;2009;82002;Petrol
3106;Mumbai;2010;67000;Petrol
3107;Hyderabad;2017;21260;Petrol
3108;Ahmedabad;2012;55362;Diesel
3109;Chennai;2017;13000;Diesel
3110;Kochi;2016;45725;Diesel
3111;Jaipur;2014;105000;Diesel
3112;Hyderabad;2009;156056;Diesel
3113;Mumbai;2016;135000;Diesel
3114;Delhi;2016;67000;Diesel
3115;Jaipur;2016;90000;Diesel
3116;Coimbatore;2019;32251;Diesel
3117;Mumbai;2009;47000;Petrol
3118;Mumbai;2011;75308;Diesel
3119;Kochi;2018;44202;CNG
3120;Mumbai;2014;58000;Petrol
3121;Mumbai;2009;60000;Petrol
3122;Hyderabad;2014;45000;Diesel
3123;Mumbai;2010;41195;Petrol
3124;Chennai;2016;89000;Diesel
3125;Bangalore;2009;60510;Petrol
3126;Mumbai;2016;8500;Petrol
3127;Kochi;2017;35981;Diesel
3128;Mumbai;2012;23152;Petrol
3129;Delhi;2014;74663;CNG
3130;Mumbai;2014;61529;Petrol
3131;Ahmedabad;2010;91596;Diesel
3132;Kochi;2019;14298;Petrol
3133;Hyderabad;2013;83327;Diesel
3134;Hyderabad;2017;22857;Petrol
3135;Chennai;2013;34620;Petrol
3136;Bangalore;2010;56000;Petrol
3137;Chennai;2014;81000;Diesel
3138;Jaipur;1998;95150;Petrol
3139;Coimbatore;2013;32776;Petrol
3140;Coimbatore;2016;51587;Diesel
3141;Jaipur;2016;36000;Diesel
3142;Mumbai;2015;22000;Petrol
3143;Kochi;2010;30754;Petrol
3144;Coimbatore;2018;37109;Petrol
3145;Kolkata;2010;45000;Petrol
3146;Coimbatore;2017;33284;Petrol
3147;Coimbatore;2016;55115;Diesel
3148;Kolkata;2014;18000;Diesel
3149;Coimbatore;2013;130790;Diesel
3150;Delhi;2015;16607;Diesel
3151;Coimbatore;2015;32205;Diesel
3152;Delhi;2013;67000;Diesel
3153;Coimbatore;2014;57676;Petrol
3154;Mumbai;2012;41000;Petrol
3155;Jaipur;2012;65000;Petrol
3156;Coimbatore;2019;12153;Petrol
3157;Hyderabad;2014;16810;Petrol
3158;Kochi;2017;61221;Petrol
3159;Mumbai;2015;22000;Petrol
3160;Chennai;2015;63714;Petrol
3161;Kochi;2019;14857;Diesel
3162;Delhi;2012;69000;Diesel
3163;Coimbatore;2019;14648;Diesel
3164;Hyderabad;2013;100000;Petrol
3165;Jaipur;2016;22000;Petrol
3166;Mumbai;2014;10000;Petrol
3167;Kolkata;2015;107000;Petrol
3168;Kochi;2017;48198;Petrol
3169;Delhi;2015;15000;Diesel
3170;Coimbatore;2014;80073;Diesel
3171;Hyderabad;2013;85388;Diesel
3172;Jaipur;2017;14700;Petrol
3173;Pune;2012;150000;Diesel
3174;Kolkata;2011;34994;Diesel
3175;Coimbatore;2014;82536;Diesel
3176;Delhi;2013;82000;Petrol
3177;Pune;2006;52000;Petrol
3178;Mumbai;2011;20000;Petrol
3179;Hyderabad;2011;55000;Petrol
3180;Ahmedabad;2015;47001;CNG
3181;Chennai;2014;52000;Petrol
3182;Kolkata;2013;43284;Diesel
3183;Coimbatore;2018;23875;Petrol
3184;Bangalore;2016;51866;Petrol
3185;Mumbai;2013;69000;Diesel
3186;Coimbatore;2017;62788;Petrol
3187;Chennai;2013;150000;Diesel
3188;Kochi;2015;47566;Diesel
3189;Chennai;2002;67000;Petrol
3190;Pune;2018;20300;Diesel
3191;Pune;2015;48300;Diesel
3192;Pune;2013;30000;Petrol
3193;Bangalore;2012;36000;Diesel
3194;Kochi;2015;27641;Diesel
3195;Bangalore;2015;60000;Diesel
3196;Chennai;2019;9000;Diesel
3197;Delhi;2014;60750;Petrol
3198;Delhi;2018;9000;Diesel
3199;Kolkata;2012;41100;Diesel
3200;Ahmedabad;2004;60000;Petrol
3201;Kochi;2017;38424;Petrol
3202;Delhi;2014;50000;Diesel
3203;Mumbai;2015;19000;Petrol
3204;Kochi;2015;58734;Diesel
3205;Coimbatore;2016;65257;Diesel
3206;Jaipur;2010;130000;Diesel
3207;Hyderabad;2011;79000;Diesel
3208;Chennai;2013;78000;Diesel
3209;Kochi;2015;49133;Petrol
3210;Coimbatore;2016;22769;Diesel
3211;Coimbatore;2014;54448;Diesel
3212;Hyderabad;2014;158793;Diesel
3213;Delhi;2015;62088;Petrol
3214;Kolkata;2012;14800;Petrol
3215;Kolkata;2015;26000;Petrol
3216;Mumbai;2017;32005;Petrol
3217;Jaipur;2017;35000;Petrol
3218;Pune;2015;52000;Diesel
3219;Mumbai;2017;11000;Petrol
3220;Jaipur;2008;62000;Petrol
3221;Chennai;2002;65134;Petrol
3222;Delhi;2013;71000;Diesel
3223;Hyderabad;2008;51366;Petrol
3224;Kolkata;2016;46300;Diesel
3225;Coimbatore;2012;60908;Petrol
3226;Chennai;2012;93450;Diesel
3227;Hyderabad;2011;104000;Diesel
3228;Pune;2003;52000;Petrol
3229;Coimbatore;2015;42999;Diesel
3230;Delhi;2014;90000;Diesel
3231;Bangalore;2013;72000;Petrol
3232;Coimbatore;2019;54321;Diesel
3233;Kochi;2015;59630;Diesel
3234;Hyderabad;2013;116000;Diesel
3235;Ahmedabad;2015;34000;Diesel
3236;Delhi;2011;70000;Diesel
3237;Chennai;2010;80000;Petrol
3238;Pune;2015;110000;Diesel
3239;Ahmedabad;2013;56454;Diesel
3240;Kolkata;2013;60000;Petrol
3241;Delhi;2013;56000;Petrol
3242;Bangalore;2012;63000;Diesel
3243;Chennai;2012;63000;Diesel
3244;Kolkata;2017;15050;Diesel
3245;Mumbai;2016;29401;Petrol
3246;Kochi;2016;25238;Petrol
3247;Chennai;2011;79000;Diesel
3248;Kochi;2011;58752;Petrol
3249;Delhi;2011;62000;Petrol
3250;Bangalore;2013;132000;Petrol
3251;Chennai;2016;51000;Petrol
3252;Hyderabad;2009;185200;Diesel
3253;Coimbatore;2016;61717;Diesel
3254;Kolkata;2018;8896;Petrol
3255;Delhi;2016;17000;Petrol
3256;Mumbai;2016;31378;Petrol
3257;Pune;2013;114000;Diesel
3258;Ahmedabad;2014;81000;Diesel
3259;Mumbai;2017;31000;Diesel
3260;Mumbai;2014;35000;Petrol
3261;Kolkata;2013;60001;Diesel
3262;Jaipur;2014;75074;Diesel
3263;Kolkata;2012;80000;Diesel
3264;Jaipur;2006;147350;Diesel
3265;Hyderabad;2013;60000;Diesel
3266;Kolkata;2015;7501;Petrol
3267;Delhi;2015;58000;Diesel
3268;Coimbatore;2018;29277;Diesel
3269;Kochi;2015;57034;Diesel
3270;Kochi;2016;40810;Diesel
3271;Bangalore;2008;35268;Petrol
3272;Mumbai;2008;81000;Diesel
3273;Coimbatore;2018;34630;Petrol
3274;Hyderabad;2012;45122;Diesel
3275;Chennai;2011;126000;Diesel
3276;Jaipur;2009;63000;Petrol
3277;Kochi;2016;32298;Diesel
3278;Kochi;2014;63288;Diesel
3279;Coimbatore;2012;43337;Petrol
3280;Kochi;2015;46561;Diesel
3281;Delhi;2013;34000;Diesel
3282;Hyderabad;2016;48000;Petrol
3283;Kochi;2013;56263;Diesel
3284;Hyderabad;2005;84060;Petrol
3285;Mumbai;2016;9000;Petrol
3286;Jaipur;2012;79000;Diesel
3287;Pune;2015;87900;Diesel
3288;Delhi;2010;72425;Petrol
3289;Bangalore;2015;38000;Diesel
3290;Hyderabad;2008;83000;Diesel
3291;Hyderabad;2010;107000;Diesel
3292;Delhi;2015;51000;Petrol
3293;Pune;2010;140000;Diesel
3294;Pune;2011;48000;Petrol
3295;Delhi;2013;62000;CNG
3296;Mumbai;2015;31000;Petrol
3297;Jaipur;2010;75055;Petrol
3298;Coimbatore;2017;51210;Petrol
3299;Mumbai;2012;87000;Diesel
3300;Kolkata;2018;17000;Diesel
3301;Jaipur;2014;57000;Diesel
3302;Hyderabad;2016;9370;Petrol
3303;Chennai;2013;53226;Petrol
3304;Hyderabad;2010;120000;Diesel
3305;Jaipur;2007;75055;Petrol
3306;Coimbatore;2017;37247;Diesel
3307;Delhi;2013;64000;Diesel
3308;Mumbai;2014;12000;Petrol
3309;Pune;2017;40158;Diesel
3310;Chennai;2017;11000;Petrol
3311;Chennai;2014;70010;Diesel
3312;Mumbai;2015;82000;Diesel
3313;Kochi;2017;57259;Diesel
3314;Bangalore;2010;84000;Petrol
3315;Pune;2012;168000;Diesel
3316;Hyderabad;2012;73670;Diesel
3317;Delhi;2014;89540;Diesel
3318;Hyderabad;2016;85423;Diesel
3319;Pune;2013;48823;Diesel
3320;Kolkata;2011;35082;Petrol
3321;Jaipur;2012;126000;Petrol
3322;Delhi;2016;19000;Petrol
3323;Mumbai;2007;69000;Petrol
3324;Kochi;2019;29836;Diesel
3325;Ahmedabad;2010;48002;Petrol
3326;Ahmedabad;2015;52324;Diesel
3327;Delhi;2013;65000;Diesel
3328;Mumbai;2009;66000;Diesel
3329;Hyderabad;2016;75700;Diesel
3330;Bangalore;2013;43000;Diesel
3331;Kochi;2012;42706;Diesel
3332;Mumbai;2013;35000;Diesel
3333;Hyderabad;2011;54348;Petrol
3334;Delhi;2013;84000;Diesel
3335;Mumbai;2010;63298;Petrol
3336;Jaipur;2013;75049;Petrol
3337;Kochi;2018;24237;Petrol
3338;Coimbatore;2016;22767;Petrol
3339;Bangalore;2012;58000;Petrol
3340;Pune;2017;57000;Diesel
3341;Kochi;2010;50161;Petrol
3342;Kolkata;2016;45000;Diesel
3343;Coimbatore;2017;68319;Diesel
3344;Kochi;2017;30711;Petrol
3345;Kolkata;2011;38277;Diesel
3346;Pune;2012;115000;Diesel
3347;Coimbatore;2017;46849;Petrol
3348;Ahmedabad;2014;64000;Diesel
3349;Pune;2010;130923;Diesel
3350;Chennai;2015;15000;Petrol
3351;Mumbai;2014;32720;Diesel
3352;Jaipur;2016;12500;Petrol
3353;Chennai;2015;59800;Petrol
3354;Pune;2011;54211;Petrol
3355;Kochi;2015;62242;Diesel
3356;Mumbai;2015;54000;Diesel
3357;Hyderabad;2012;65000;Diesel
3358;Chennai;2015;55000;Petrol
3359;Pune;2010;71000;Petrol
3360;Chennai;2012;70000;Diesel
3361;Mumbai;2011;53000;Petrol
3362;Mumbai;2013;43000;Diesel
3363;Mumbai;2015;54000;Petrol
3364;Ahmedabad;2014;51000;Petrol
3365;Hyderabad;2007;78000;Diesel
3366;Mumbai;2014;25000;Diesel
3367;Pune;2012;12600;Petrol
3368;Pune;2009;80000;Diesel
3369;Kolkata;2016;21000;Petrol
3370;Mumbai;2011;32000;Petrol
3371;Bangalore;2015;50000;Petrol
3372;Mumbai;2010;47500;Petrol
3373;Mumbai;2017;7500;Petrol
3374;Jaipur;2016;68163;Diesel
3375;Ahmedabad;2014;61000;Diesel
3376;Jaipur;2015;100000;Diesel
3377;Mumbai;2009;61500;Diesel
3378;Kochi;2017;42883;Petrol
3379;Jaipur;2012;97000;Diesel
3380;Bangalore;2010;39525;Petrol
3381;Kochi;2017;35384;Diesel
3382;Hyderabad;2010;46000;Diesel
3383;Coimbatore;2018;32189;Diesel
3384;Chennai;2016;27000;Diesel
3385;Coimbatore;2018;22734;Petrol
3386;Mumbai;2014;58002;Diesel
3387;Chennai;2012;31500;Petrol
3388;Coimbatore;2017;30933;Petrol
3389;Kolkata;2012;27090;Diesel
3390;Mumbai;2015;29500;Diesel
3391;Pune;2013;45000;Petrol
3392;Hyderabad;2018;11691;Petrol
3393;Hyderabad;2006;121000;Diesel
3394;Hyderabad;2010;118077;Diesel
3395;Chennai;2012;36300;Petrol
3396;Mumbai;2005;90000;Petrol
3397;Chennai;2010;78000;Diesel
3398;Mumbai;2015;42000;Diesel
3399;Mumbai;2015;27000;Petrol
3400;Kolkata;2012;22000;Diesel
3401;Kolkata;2014;49000;Petrol
3402;Hyderabad;2012;42600;Diesel
3403;Coimbatore;2018;12794;Petrol
3404;Jaipur;2006;125000;Petrol
3405;Hyderabad;2014;88046;Petrol
3406;Bangalore;2014;8000;Diesel
3407;Coimbatore;2018;82739;Diesel
3408;Bangalore;2006;193000;Diesel
3409;Mumbai;2013;7000;Petrol
3410;Ahmedabad;2012;60000;Diesel
3411;Pune;2017;38000;Petrol
3412;Kochi;2013;56344;Petrol
3413;Mumbai;2014;17858;Petrol
3414;Hyderabad;2012;53000;Petrol
3415;Kochi;2016;67906;Diesel
3416;Hyderabad;2015;19000;Petrol
3417;Mumbai;2010;67000;Diesel
3418;Delhi;2011;80000;Diesel
3419;Delhi;2015;61000;Petrol
3420;Pune;2010;39000;Diesel
3421;Ahmedabad;2014;59000;Petrol
3422;Hyderabad;2008;80931;Petrol
3423;Kolkata;2016;34000;Petrol
3424;Hyderabad;2013;130000;Diesel
3425;Coimbatore;2018;52380;Diesel
3426;Kolkata;2011;44000;Petrol
3427;Hyderabad;2015;84000;Diesel
3428;Kochi;2017;41697;Petrol
3429;Pune;2014;163000;Diesel
3430;Chennai;2011;42000;Petrol
3431;Jaipur;2013;129000;Diesel
3432;Chennai;2015;32200;Petrol
3433;Mumbai;2004;129000;Diesel
3434;Bangalore;2014;40000;Diesel
3435;Delhi;2006;150000;Petrol
3436;Jaipur;2007;140000;Petrol
3437;Hyderabad;2006;63181;Petrol
3438;Kolkata;2013;39575;Diesel
3439;Pune;2010;63600;Diesel
3440;Coimbatore;2014;70374;Diesel
3441;Kolkata;2015;26256;Diesel
3442;Delhi;2016;13460;Petrol
3443;Chennai;2011;122000;Diesel
3444;Kolkata;2015;58589;Diesel
3445;Jaipur;2005;115000;Petrol
3446;Pune;2016;75000;Diesel
3447;Jaipur;2016;30292;Petrol
3448;Ahmedabad;2017;32248;Petrol
3449;Bangalore;2013;74000;Petrol
3450;Mumbai;2014;56100;Petrol
3451;Bangalore;2014;61325;Petrol
3452;Kolkata;2014;33000;Petrol
3453;Coimbatore;2016;18090;Diesel
3454;Kochi;2014;71390;Diesel
3455;Mumbai;2014;41000;CNG
3456;Ahmedabad;2016;67000;Diesel
3457;Chennai;2008;99000;Diesel
3458;Pune;2014;142000;Diesel
3459;Chennai;2010;26966;Petrol
3460;Mumbai;2015;27628;Petrol
3461;Hyderabad;2016;82497;Diesel
3462;Mumbai;2007;86000;Petrol
3463;Coimbatore;2016;26981;Petrol
3464;Hyderabad;2010;110471;Diesel
3465;Jaipur;2014;69000;Petrol
3466;Hyderabad;2017;12000;Petrol
3467;Hyderabad;2014;77500;Diesel
3468;Kochi;2014;48031;Petrol
3469;Chennai;2008;170000;Diesel
3470;Mumbai;2014;69565;Diesel
3471;Hyderabad;2016;45492;Diesel
3472;Chennai;2011;85000;Petrol
3473;Hyderabad;2008;55902;Petrol
3474;Hyderabad;2017;18500;Petrol
3475;Hyderabad;2015;129750;Diesel
3476;Hyderabad;2009;50902;Petrol
3477;Coimbatore;2015;84725;Diesel
3478;Mumbai;2013;40000;Diesel
3479;Mumbai;2010;60000;Petrol
3480;Coimbatore;2014;33496;Petrol
3481;Mumbai;2015;25000;Petrol
3482;Ahmedabad;2013;71000;Diesel
3483;Coimbatore;2015;20826;Petrol
3484;Pune;2016;42244;Diesel
3485;Jaipur;2013;98598;Diesel
3486;Delhi;2011;62100;Diesel
3487;Coimbatore;2016;44238;Petrol
3488;Coimbatore;2012;91743;Diesel
3489;Bangalore;2013;19828;Diesel
3490;Hyderabad;2016;36891;Petrol
3491;Hyderabad;2012;90049;Diesel
3492;Ahmedabad;2012;74002;Diesel
3493;Kolkata;2013;41000;Petrol
3494;Hyderabad;2012;83678;Diesel
3495;Pune;2010;91000;Petrol
3496;Jaipur;2016;50000;Diesel
3497;Delhi;2015;58000;Diesel
3498;Jaipur;2012;80000;Diesel
3499;Kochi;2017;41290;Diesel
3500;Delhi;2013;65000;Diesel
3501;Bangalore;2016;16471;Petrol
3502;Pune;2015;54339;Diesel
3503;Hyderabad;2016;24025;Petrol
3504;Kolkata;2013;24027;Petrol
3505;Hyderabad;2010;59270;Petrol
3506;Kolkata;2012;40000;Petrol
3507;Bangalore;2012;155566;Diesel
3508;Chennai;2013;42320;Petrol
3509;Coimbatore;2017;24153;Diesel
3510;Mumbai;2016;27000;Petrol
3511;Hyderabad;2012;92000;CNG
3512;Kochi;2017;61795;Petrol
3513;Chennai;2016;13500;Petrol
3514;Pune;2018;4500;Petrol
3515;Mumbai;2017;23000;Diesel
3516;Pune;2011;65400;Petrol
3517;Mumbai;2013;80578;Diesel
3518;Coimbatore;2017;42646;Diesel
3519;Bangalore;2014;30000;Petrol
3520;Delhi;2012;90000;Diesel
3521;Bangalore;2009;98000;Diesel
3522;Kochi;2012;66400;Petrol
3523;Hyderabad;2012;50000;Diesel
3524;Jaipur;2015;63310;Diesel
3525;Delhi;2014;66000;Diesel
3526;Ahmedabad;2011;74000;Diesel
3527;Hyderabad;2012;93000;Diesel
3528;Delhi;2015;70000;Diesel
3529;Ahmedabad;2012;48772;Petrol
3530;Chennai;2010;66000;Petrol
3531;Coimbatore;2017;27417;Petrol
3532;Coimbatore;2011;51593;Petrol
3533;Mumbai;2008;86340;Petrol
3534;Pune;2010;75000;Petrol
3535;Coimbatore;2016;39237;Diesel
3536;Kochi;2018;11966;Petrol
3537;Hyderabad;2015;37000;Petrol
3538;Chennai;2014;70920;Diesel
3539;Hyderabad;2013;65280;Diesel
3540;Hyderabad;2016;62000;Diesel
3541;Kochi;2014;44525;Petrol
3542;Jaipur;2009;86863;Petrol
3543;Hyderabad;2015;102626;Diesel
3544;Jaipur;2017;45000;Diesel
3545;Jaipur;2017;22000;Diesel
3546;Coimbatore;2011;108905;Diesel
3547;Kolkata;2016;12800;Petrol
3548;Kolkata;2016;32000;Diesel
3549;Mumbai;2014;39000;Petrol
3550;Pune;2017;42000;Diesel
3551;Chennai;2008;73000;Petrol
3552;Chennai;2018;48000;Diesel
3553;Pune;2015;18000;CNG
3554;Kolkata;2014;19000;Petrol
3555;Coimbatore;2019;33598;Diesel
3556;Jaipur;2012;63000;Diesel
3557;Chennai;2015;48000;Diesel
3558;Delhi;2014;66000;Diesel
3559;Ahmedabad;2013;80000;Diesel
3560;Chennai;2011;37000;Petrol
3561;Kochi;2016;35058;Petrol
3562;Delhi;2012;52000;Petrol
3563;Hyderabad;2015;61313;Diesel
3564;Kolkata;2009;45000;Petrol
3565;Bangalore;2015;74000;Diesel
3566;Hyderabad;2013;89000;Petrol
3567;Kochi;2019;13414;Diesel
3568;Jaipur;2006;95000;Petrol
3569;Jaipur;2018;15900;Petrol
3570;Delhi;2011;151000;Diesel
3571;Bangalore;2011;65000;Petrol
3572;Coimbatore;2017;36824;Diesel
3573;Coimbatore;2013;65287;Diesel
3574;Kolkata;2014;52000;Diesel
3575;Hyderabad;2007;33000;Petrol
3576;Hyderabad;2016;71000;Diesel
3577;Delhi;2013;71000;Diesel
3578;Kolkata;2016;20000;Petrol
3579;Hyderabad;2010;71000;Petrol
3580;Hyderabad;2010;29000;Diesel
3581;Ahmedabad;2016;27000;Diesel
3582;Chennai;2017;19000;Diesel
3583;Mumbai;2011;58000;Petrol
3584;Kochi;2018;42203;Diesel
3585;Hyderabad;2009;94000;Diesel
3586;Delhi;2013;52000;CNG
3587;Kolkata;2018;4900;Diesel
3588;Jaipur;2013;70000;Petrol
3589;Hyderabad;2005;100000;Diesel
3590;Kochi;2015;65266;Diesel
3591;Delhi;2014;54569;Diesel
3592;Kochi;2015;51361;Petrol
3593;Jaipur;2007;125000;Petrol
3594;Bangalore;2008;66000;Petrol
3595;Hyderabad;2007;65047;LPG
3596;Delhi;2014;22281;Diesel
3597;Delhi;2013;63210;Diesel
3598;Pune;2018;31000;Petrol
3599;Ahmedabad;2008;60000;Petrol
3600;Mumbai;2017;32006;Petrol
3601;Ahmedabad;2009;78000;Diesel
3602;Mumbai;2011;9489;Petrol
3603;Pune;2018;5000;Petrol
3604;Jaipur;2012;60000;Diesel
3605;Jaipur;2015;50000;Petrol
3606;Delhi;2015;53000;Petrol
3607;Delhi;2011;64000;Petrol
3608;Coimbatore;2017;43827;Diesel
3609;Pune;2011;36431;Petrol
3610;Mumbai;2017;35000;Diesel
3611;Kochi;2011;94832;Petrol
3612;Coimbatore;2012;88381;Petrol
3613;Kolkata;2016;45194;Diesel
3614;Mumbai;2010;66000;Petrol
3615;Kolkata;2014;38578;Diesel
3616;Chennai;2015;40000;Diesel
3617;Coimbatore;2018;20632;Petrol
3618;Hyderabad;2014;73042;Diesel
3619;Delhi;2014;54257;Petrol
3620;Hyderabad;2013;93000;Diesel
3621;Hyderabad;2005;102000;Diesel
3622;Coimbatore;2016;28881;Diesel
3623;Hyderabad;2007;52195;Petrol
3624;Coimbatore;2018;20422;Diesel
3625;Kolkata;2012;38000;Diesel
3626;Coimbatore;2015;92885;Diesel
3627;Pune;2010;43000;Petrol
3628;Coimbatore;2016;70478;Diesel
3629;Delhi;2015;57000;Diesel
3630;Coimbatore;2018;32434;Petrol
3631;Hyderabad;2017;32000;Diesel
3632;Delhi;2011;59000;Diesel
3633;Coimbatore;2016;76467;Diesel
3634;Hyderabad;2016;100000;Diesel
3635;Pune;2013;37086;Petrol
3636;Jaipur;2010;135000;Diesel
3637;Kochi;2014;54862;Diesel
3638;Hyderabad;2010;67758;Petrol
3639;Pune;2012;56200;Petrol
3640;Kochi;2011;169006;Diesel
3641;Bangalore;2016;20229;Petrol
3642;Chennai;2008;62000;Petrol
3643;Hyderabad;2011;51500;Petrol
3644;Hyderabad;2012;69000;Diesel
3645;Bangalore;2004;167000;Petrol
3646;Hyderabad;2015;62476;Diesel
3647;Jaipur;2017;60500;Diesel
3648;Mumbai;2017;17978;Petrol
3649;Jaipur;2008;300000;Diesel
3650;Chennai;2013;123000;Diesel
3651;Kolkata;2016;45296;Diesel
3652;Coimbatore;2008;77325;Petrol
3653;Kochi;2018;25858;Petrol
3654;Bangalore;2016;120000;Diesel
3655;Ahmedabad;2016;22000;Diesel
3656;Kolkata;2012;11000;Petrol
3657;Mumbai;2017;3900;Petrol
3658;Hyderabad;2016;106092;Diesel
3659;Delhi;2015;27000;Petrol
3660;Ahmedabad;2013;11000;Petrol
3661;Coimbatore;2016;39753;Diesel
3662;Pune;2017;39800;Diesel
3663;Pune;2017;73000;Diesel
3664;Pune;2015;55000;Diesel
3665;Coimbatore;2017;18351;Petrol
3666;Pune;2013;45000;Petrol
3667;Hyderabad;2016;112200;Diesel
3668;Bangalore;2010;29000;Petrol
3669;Hyderabad;2007;57309;Petrol
3670;Mumbai;2015;53392;Diesel
3671;Hyderabad;2010;71000;Diesel
3672;Hyderabad;2014;93000;Diesel
3673;Hyderabad;2010;119000;Petrol
3674;Coimbatore;2016;42225;Petrol
3675;Ahmedabad;2012;65000;Diesel
3676;Pune;2016;27809;Petrol
3677;Coimbatore;2015;65100;Diesel
3678;Chennai;2014;51000;Petrol
3679;Hyderabad;2017;10000;Diesel
3680;Kolkata;2011;54895;Petrol
3681;Hyderabad;2015;80768;Diesel
3682;Kochi;2019;12076;Petrol
3683;Chennai;2016;49000;Diesel
3684;Mumbai;2015;42366;Petrol
3685;Ahmedabad;2010;68000;Diesel
3686;Hyderabad;2008;122397;Diesel
3687;Coimbatore;2017;50534;Petrol
3688;Ahmedabad;2014;55300;Diesel
3689;Hyderabad;2008;73095;Petrol
3690;Ahmedabad;2011;51100;Diesel
3691;Pune;2016;13436;Petrol
3692;Pune;2008;76000;Petrol
3693;Mumbai;2016;63141;Diesel
3694;Hyderabad;2014;74885;Diesel
3695;Hyderabad;2016;14000;Petrol
3696;Pune;2012;56000;Diesel
3697;Ahmedabad;2010;46000;Diesel
3698;Mumbai;2012;51800;Petrol
3699;Hyderabad;2007;81000;Petrol
3700;Kochi;2018;17370;Petrol
3701;Hyderabad;2016;18456;Petrol
3702;Delhi;2010;59000;Diesel
3703;Mumbai;2006;141537;Petrol
3704;Delhi;2013;51000;Diesel
3705;Coimbatore;2019;29311;Diesel
3706;Mumbai;2016;31000;Diesel
3707;Mumbai;2014;80000;Diesel
3708;Hyderabad;2016;33000;Diesel
3709;Hyderabad;2011;71556;Petrol
3710;Bangalore;2011;85000;Diesel
3711;Chennai;2016;91000;Diesel
3712;Coimbatore;2015;73187;Diesel
3713;Jaipur;2009;232000;Diesel
3714;Bangalore;2007;127079;Diesel
3715;Kochi;2014;58816;Diesel
3716;Kochi;2015;63818;Petrol
3717;Kolkata;2014;40000;Diesel
3718;Delhi;2013;77445;Diesel
3719;Pune;2017;14000;Petrol
3720;Kolkata;2012;85122;Diesel
3721;Jaipur;2005;123000;Petrol
3722;Kochi;2015;61000;CNG
